Player,Team,Accurate Long Balls per 90,Successful Long Balls (%),Accurate Passes per 90,Pass Success (%),Big Chances Created,Total Assists,Big Chances Missed,Clean Sheets,Goals Conceded,Successful Dribbles per 90,Dribble Success Rate (%),Clearances per 90,Total Clearances,Expected Assists (xA),Actual Assists,Expected Assists per 90,Actual Assists per 90,Expected Goals (xG),Expected Goals on Target (xGOT),Expected Goals per 90,Fouls Committed per 90,Goals Conceded per 90,Total Goals Conceded,Total Goals,Interceptions per 90,Total Interceptions,Shots on Target per 90,Shot Accuracy (%),Blocks per 90,Total Blocks,Penalties Conceded,Total Matches,Penalties Won,Fouls Won per 90,FotMob Rating,Player of the Match Awards,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Saves per 90,Total Saves,Tackles per 90,Tackle Success Rate (%),Assists,Secondary Assists,Goals,Penalties,Chances Created,Chances Created per 90,Shots per 90,Yellow Cards,Minutes,Matches,Country,Shot Conversion Rate (%),Actual Goals,Goals per 90,Red Cards,Pos,Age,Position_Group,Metrics_Available,Metrics_Required,Metric_Coverage,Metric_Coverage_Pct,Tackles per 90 Percentile,Tackle Success Rate (%) Percentile,Interceptions per 90 Percentile,Clearances per 90 Percentile,Blocks per 90 Percentile,Accurate Passes per 90 Percentile,Pass Success (%) Percentile,Accurate Long Balls per 90 Percentile,Successful Long Balls (%) Percentile,Possessions Won Midfield per 90 Percentile,Chances Created per 90 Percentile,Expected Assists per 90 Percentile,Actual Assists per 90 Percentile,Successful Dribbles per 90 Percentile,Goals per 90 Percentile,Expected Goals per 90 Percentile,Shots per 90 Percentile,Shots on Target per 90 Percentile,Shot Accuracy (%) Percentile,Shot Conversion Rate (%) Percentile,Scouting_Score,Defensive_Defender_Tackles_per_90_Pct,Defensive_Defender_Tackle_Success_Rate_(%)_Pct,Defensive_Defender_Interceptions_per_90_Pct,Defensive_Defender_Clearances_per_90_Pct,Defensive_Defender_Blocks_per_90_Pct,Defensive Defender Score,Ball_Playing_Defender_Accurate_Passes_per_90_Pct,Ball_Playing_Defender_Pass_Success_(%)_Pct,Ball_Playing_Defender_Accurate_Long_Balls_per_90_Pct,Ball_Playing_Defender_Successful_Long_Balls_(%)_Pct,Ball Playing Defender Score,Ball_Winning_Midfielder_Tackles_per_90_Pct,Ball_Winning_Midfielder_Interceptions_per_90_Pct,Ball_Winning_Midfielder_Possessions_Won_Midfield_per_90_Pct,Ball Winning Midfielder Score,Creative_Midfielder_Chances_Created_per_90_Pct,Creative_Midfielder_Expected_Assists_per_90_Pct,Creative_Midfielder_Actual_Assists_per_90_Pct,Creative_Midfielder_Accurate_Passes_per_90_Pct,Creative_Midfielder_Successful_Dribbles_per_90_Pct,Creative Midfielder Score,Goal_Scorer_Goals_per_90_Pct,Goal_Scorer_Expected_Goals_per_90_Pct,Goal_Scorer_Shots_per_90_Pct,Goal_Scorer_Shots_on_Target_per_90_Pct,Goal_Scorer_Shot_Accuracy_(%)_Pct,Goal_Scorer_Shot_Conversion_Rate_(%)_Pct,Goal Scorer Score,Creative_Forward_Expected_Assists_per_90_Pct,Creative_Forward_Actual_Assists_per_90_Pct,Creative_Forward_Chances_Created_per_90_Pct,Creative_Forward_Successful_Dribbles_per_90_Pct,Creative Forward Score,Defensive Defender Metrics Available,Defensive Defender Eligible,Ball Playing Defender Metrics Available,Ball Playing Defender Eligible,Ball Winning Midfielder Metrics Available,Ball Winning Midfielder Eligible,Creative Midfielder Metrics Available,Creative Midfielder Eligible,Goal Scorer Metrics Available,Goal Scorer Eligible,Creative Forward Metrics Available,Creative Forward Eligible
Sam Johnstone,Crystal Palace,,,14.1,52.9,,,,6.0,27.0,,,0.7,13.0,0.0,0.0,0.0,0.0,,,,0.1,1.4,27.0,,0.1,1.0,,,,,1.0,20.0,,,6.56,3.0,,,2.1,41.0,,,,,,,,,,1.0,1797,20,ENG,,,,0.0,GK,30.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sander Berge,Burnley,2.5,71.6,41.2,88.8,5.0,2.0,2.0,,,0.6,55.6,1.7,58.0,1.6,2.0,0.05,0.1,1.9,0.4,0.06,1.2,,,1.0,0.7,23.0,0.1,12.0,0.6,20.0,,,,,6.88,1.0,0.5,3.0,,,1.4,60.5,2.0,1.6,1.0,0.0,29.0,0.9,0.7,8.0,3005,37,NOR,4.0,1.0,0.03,1.0,MF,25.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,70.43010752688173,,35.483870967741936,,,61.29032258064516,82.79569892473118,76.88172043010752,,69.35483870967742,35.78431372549019,17.20430107526882,51.61290322580645,36.02150537634409,,,,,,,53.7,,,,,,,,,,,,70.43010752688173,35.483870967741936,69.35483870967742,58.4,35.78431372549019,17.20430107526882,51.61290322580645,61.29032258064516,36.02150537634409,40.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Sasa Lukic,Fulham,0.9,52.4,34.4,87.5,,,2.0,,,0.4,62.5,1.4,18.0,0.5,0.0,0.04,0.0,1.6,1.4,0.13,2.2,,,1.0,1.3,16.0,0.2,23.1,0.4,5.0,,,,,6.62,0.0,0.1,3.0,,,1.5,57.6,,,1.0,0.0,11.0,0.9,1.0,3.0,1119,24,SRB,7.7,1.0,0.08,0.0,MF,26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,77.41935483870968,,83.33333333333334,,,46.236559139784944,73.11827956989248,18.27956989247312,,69.35483870967742,35.78431372549019,12.903225806451612,17.741935483870968,19.35483870967742,,,,,,,45.4,,,,,,,,,,,,77.41935483870968,83.33333333333334,69.35483870967742,76.7,35.78431372549019,12.903225806451612,17.741935483870968,46.236559139784944,19.35483870967742,26.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Scott McTominay,Manchester United,0.9,60.0,24.9,81.5,2.0,1.0,6.0,,,0.4,44.4,2.6,54.0,0.5,1.0,0.02,0.0,5.7,6.1,0.27,1.4,,,7.0,0.7,14.0,0.9,43.2,0.6,12.0,1.0,32.0,,,6.88,1.0,0.1,2.4,,,1.2,51.0,1.0,0.5,7.0,0.0,11.0,0.5,2.1,2.0,1891,32,SCO,15.9,7.0,0.33,0.0,"MF,FW",26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,54.3010752688172,,35.483870967741936,,,19.35483870967742,37.634408602150536,18.27956989247312,,39.247311827956985,8.333333333333332,2.6881720430107525,17.741935483870968,19.35483870967742,,,,,,,25.2,,,,,,,,,,,,54.3010752688172,35.483870967741936,39.247311827956985,43.0,8.333333333333332,2.6881720430107525,17.741935483870968,19.35483870967742,19.35483870967742,13.5,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Sean Longstaff,Newcastle United,1.4,53.7,32.1,80.9,5.0,2.0,7.0,,,0.4,50.0,0.7,22.0,3.0,2.0,0.1,0.1,6.6,6.2,0.22,0.8,,,6.0,0.6,17.0,0.5,36.6,0.2,7.0,,,,,6.98,0.0,0.5,2.0,,,1.0,55.6,2.0,3.0,6.0,0.0,20.0,0.7,1.3,7.0,2746,35,ENG,14.6,6.0,0.2,0.0,MF,25.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,25.806451612903224,,,38.70967741935484,32.25806451612903,43.54838709677419,,16.129032258064516,24.019607843137255,47.31182795698925,51.61290322580645,19.35483870967742,,,,,,,33.6,,,,,,,,,,,,37.096774193548384,25.806451612903224,16.129032258064516,26.3,24.019607843137255,47.31182795698925,51.61290322580645,38.70967741935484,19.35483870967742,36.2,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Sergio Reguilon,Brentford,1.3,36.5,28.7,75.7,6.0,4.0,,,,0.9,51.6,2.2,38.0,2.9,4.0,0.17,0.2,0.9,0.1,0.06,0.8,,,,1.2,21.0,0.1,11.8,0.4,6.0,1.0,25.0,,,7.12,1.0,0.4,2.2,,,1.6,48.3,4.0,2.9,,,28.0,1.6,1.0,7.0,1534,25,ESP,0.0,0.0,0.0,1.0,DF,26.0,Defender,9.0,7.0,1.2857142857142858,100.0,87.61904761904762,6.666666666666667,71.9047619047619,23.333333333333332,32.857142857142854,24.285714285714285,10.952380952380953,26.666666666666668,30.952380952380953,,,,,,,,,,,,35.0,87.61904761904762,6.666666666666667,71.9047619047619,23.333333333333332,32.857142857142854,44.5,24.285714285714285,10.952380952380953,26.666666666666668,30.952380952380953,23.2,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Simon Adingra,Brighton and Hove Albion,0.6,42.4,24.5,81.1,6.0,1.0,4.0,,,2.0,43.9,0.9,22.0,3.5,1.0,0.14,0.0,4.3,6.4,0.17,1.2,,,6.0,0.8,19.0,0.9,42.3,0.0,1.0,,,1.0,0.8,7.09,3.0,0.7,1.9,,,0.8,44.4,1.0,3.5,6.0,0.0,33.0,1.3,2.1,3.0,2230,31,CIV,11.5,6.0,0.24,0.0,FW,21.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,55.55555555555556,56.9620253164557,7.59493670886076,84.17721518987342,29.11392405063291,10.759493670886076,29.746835443037973,37.9746835443038,55.69620253164557,38.2716049382716,40.6,,,,,,,,,,,,,,,,,,,,,,29.11392405063291,10.759493670886076,29.746835443037973,37.9746835443038,55.69620253164557,38.2716049382716,33.6,56.9620253164557,7.59493670886076,55.55555555555556,84.17721518987342,51.1,,,,,,,,,6.0,True,4.0,True
Sofyan Amrabat,Manchester United,3.4,79.5,54.9,88.1,,,,,,0.6,75.0,1.8,19.0,0.4,0.0,0.04,0.0,0.1,,0.01,2.3,,,,0.8,8.0,,,0.7,7.0,,,,,,,0.5,2.6,,,1.5,59.3,,,,,6.0,0.6,0.3,6.0,931,21,MAR,0.0,0.0,0.0,0.0,"MF,DF",26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,77.41935483870968,,45.69892473118279,,,82.79569892473118,77.41935483870968,90.32258064516128,,52.1505376344086,15.686274509803921,12.903225806451612,17.741935483870968,36.02150537634409,,,,,,,50.8,,,,,,,,,,,,77.41935483870968,45.69892473118279,52.1505376344086,58.4,15.686274509803921,12.903225806451612,17.741935483870968,82.79569892473118,36.02150537634409,33.0,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Sven Botman,Newcastle United,,,,,2.0,2.0,,,,,,,,0.6,2.0,,,0.6,0.8,,,,,,,,,,,,1.0,17.0,,,,,,,,,,,2.0,0.6,2.0,0.0,5.0,0.3,,,1378,17,NED,,2.0,,0.0,DF,23.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Tahith Chong,Luton Town,0.7,45.5,18.5,81.8,,,1.0,,,1.1,43.9,0.5,10.0,1.4,0.0,0.06,0.0,2.7,2.7,0.12,1.0,,,4.0,0.4,8.0,0.3,22.6,0.3,6.0,,,,,6.57,0.0,0.5,2.1,,,1.0,61.1,,,4.0,0.0,10.0,0.5,1.4,4.0,1986,33,NED,12.9,4.0,0.18,0.0,"MF,FW",23.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,9.13978494623656,,,6.989247311827956,39.784946236559136,13.978494623655912,,19.892473118279568,8.333333333333332,20.43010752688172,17.741935483870968,69.89247311827957,,,,,,,24.3,,,,,,,,,,,,37.096774193548384,9.13978494623656,19.892473118279568,22.0,8.333333333333332,20.43010752688172,17.741935483870968,6.989247311827956,69.89247311827957,24.7,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Taiwo Awoniyi,Nottingham Forest,0.2,66.7,10.9,73.8,2.0,3.0,4.0,,,0.7,53.3,0.8,9.0,0.9,3.0,0.08,0.3,4.7,5.4,0.41,0.8,,,6.0,0.1,1.0,0.9,50.0,0.2,2.0,,,,,,,0.5,1.6,,,0.6,77.8,3.0,0.9,6.0,0.0,10.0,0.9,1.9,2.0,1046,20,NGA,27.3,6.0,0.52,0.0,FW,25.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,19.753086419753085,30.37974683544304,81.64556962025317,18.354430379746837,81.64556962025317,68.9873417721519,15.822784810126583,37.9746835443038,84.17721518987342,96.29629629629629,53.5,,,,,,,,,,,,,,,,,,,,,,81.64556962025317,68.9873417721519,15.822784810126583,37.9746835443038,84.17721518987342,96.29629629629629,64.2,30.37974683544304,81.64556962025317,19.753086419753085,18.354430379746837,37.5,,,,,,,,,6.0,True,4.0,True
Takehiro Tomiyasu,Arsenal,1.3,42.1,40.9,85.5,,,3.0,,,0.3,36.4,2.4,30.0,0.8,1.0,0.07,0.1,1.6,1.0,0.12,1.1,,,2.0,1.4,18.0,0.2,17.6,0.3,4.0,,,,,6.83,0.0,0.6,1.4,,,0.7,45.0,1.0,0.8,2.0,0.0,6.0,0.5,1.3,0.0,1143,22,JPN,11.8,2.0,0.16,1.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,4.761904761904762,85.23809523809524,33.33333333333333,20.952380952380953,55.23809523809524,62.38095238095238,26.666666666666668,51.42857142857142,,,,,,,,,,,,39.3,13.333333333333334,4.761904761904762,85.23809523809524,33.33333333333333,20.952380952380953,31.5,55.23809523809524,62.38095238095238,26.666666666666668,51.42857142857142,48.9,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Tariq Lamptey,Brighton and Hove Albion,0.7,63.6,32.2,87.9,1.0,3.0,1.0,,,0.6,42.9,0.5,5.0,0.8,3.0,0.08,0.3,0.6,,0.06,1.1,,,,0.6,6.0,,,0.3,3.0,1.0,19.0,,,,,0.3,1.0,,,1.4,66.7,3.0,0.8,,,10.0,1.0,0.6,3.0,912,19,GHA,0.0,0.0,0.0,0.0,"DF,FW",22.0,Defender,9.0,7.0,1.2857142857142858,100.0,77.61904761904762,85.71428571428571,7.142857142857142,0.9523809523809524,20.952380952380953,34.285714285714285,76.66666666666667,2.380952380952381,96.19047619047619,,,,,,,,,,,,44.7,77.61904761904762,85.71428571428571,7.142857142857142,0.9523809523809524,20.952380952380953,38.5,34.285714285714285,76.66666666666667,2.380952380952381,96.19047619047619,52.4,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Teden Mengi,Luton Town,2.6,38.9,26.5,78.2,,,1.0,,,0.3,70.0,5.0,136.0,0.6,0.0,0.02,0.0,0.6,1.0,0.02,1.3,,,1.0,2.1,57.0,0.1,36.4,1.0,27.0,1.0,30.0,,,6.54,0.0,0.1,2.0,,,0.8,40.7,,,1.0,0.0,6.0,0.2,0.4,3.0,2470,30,ENG,9.1,1.0,0.04,0.0,DF,21.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,1.9047619047619049,98.57142857142858,92.85714285714286,87.14285714285714,18.095238095238095,27.61904761904762,73.33333333333333,40.95238095238095,,,,,,,,,,,,51.7,24.761904761904763,1.9047619047619049,98.57142857142858,92.85714285714286,87.14285714285714,61.0,18.095238095238095,27.61904761904762,73.33333333333333,40.95238095238095,40.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Thiago Silva,Chelsea,3.4,65.8,77.0,94.9,3.0,1.0,,,,0.1,100.0,5.3,150.0,0.6,1.0,0.02,0.0,0.8,1.1,0.03,0.4,,,3.0,0.9,26.0,0.1,28.6,0.9,24.0,,,,,7.01,0.0,,,,,0.5,51.7,1.0,0.6,3.0,0.0,9.0,0.3,0.5,4.0,2527,31,BRA,21.4,3.0,0.11,0.0,DF,38.0,Defender,9.0,7.0,1.2857142857142858,100.0,2.380952380952381,14.285714285714285,35.23809523809524,95.71428571428572,78.57142857142857,96.19047619047619,100.0,85.23809523809524,97.14285714285714,,,,,,,,,,,,67.2,2.380952380952381,14.285714285714285,35.23809523809524,95.71428571428572,78.57142857142857,45.2,96.19047619047619,100.0,85.23809523809524,97.14285714285714,94.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Thomas Doyle,Wolverhampton Wanderers,5.6,57.3,58.4,86.4,1.0,0.0,,,,0.1,50.0,1.3,17.0,0.9,0.0,0.07,0.0,0.4,0.7,0.03,0.8,,,,0.9,12.0,0.2,21.4,0.7,9.0,,,,,6.67,0.0,0.4,3.6,,,1.0,50.0,,,,,8.0,0.6,1.0,2.0,1213,26,ENG,0.0,0.0,0.0,0.0,MF,21.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,52.68817204301075,,,86.55913978494624,64.51612903225806,98.9247311827957,,89.24731182795699,15.686274509803921,25.268817204301076,17.741935483870968,2.6881720430107525,,,,,,,49.0,,,,,,,,,,,,37.096774193548384,52.68817204301075,89.24731182795699,59.7,15.686274509803921,25.268817204301076,17.741935483870968,86.55913978494624,2.6881720430107525,29.6,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Thomas Kaminski,Luton Town,,,19.1,55.0,,,,2.0,85.0,0.1,100.0,0.6,22.0,0.1,0.0,0.0,0.0,,,,,2.2,85.0,,,,,,,,,,,,6.47,1.0,0.0,0.1,3.8,145.0,0.0,50.0,,,,,1.0,0.0,,,3406,38,BEL,,,,0.0,GK,30.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Ream,Fulham,,,,,,,,,,,,,,0.1,0.0,,,1.0,1.0,,,,,,,,,,,,2.0,18.0,,,,,,,,,,,,,1.0,0.0,,,,2.0,1504,18,USA,,1.0,,1.0,DF,35.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Timothy Castagne,Fulham,1.7,43.6,37.5,81.3,1.0,3.0,1.0,,,0.6,63.0,1.9,57.0,1.8,3.0,0.06,0.1,1.6,0.7,0.06,0.8,,,1.0,1.3,38.0,0.2,35.7,0.3,10.0,,,,,6.86,0.0,0.3,1.3,,,0.8,49.0,3.0,1.8,1.0,0.0,18.0,0.6,0.5,3.0,2633,34,BEL,7.1,1.0,0.03,0.0,DF,27.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,9.523809523809524,79.04761904761905,15.714285714285714,20.952380952380953,47.61904761904761,42.857142857142854,44.761904761904766,61.904761904761905,,,,,,,,,,,,38.6,24.761904761904763,9.523809523809524,79.04761904761905,15.714285714285714,20.952380952380953,30.0,47.61904761904761,42.857142857142854,44.761904761904766,61.904761904761905,49.3,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Tom Cairney,Fulham,2.5,58.6,68.4,90.3,5.0,4.0,,,,1.6,83.9,0.4,6.0,2.5,4.0,0.15,0.2,1.1,1.5,0.07,1.0,,,1.0,0.8,13.0,0.5,47.1,0.2,4.0,,,1.0,1.4,6.88,1.0,0.7,3.1,,,1.0,66.7,4.0,2.5,1.0,0.0,26.0,1.6,1.0,3.0,1475,34,SCO,5.9,1.0,0.06,0.0,MF,32.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,45.69892473118279,,,93.54838709677419,90.32258064516128,76.88172043010752,,75.26881720430107,74.50980392156863,70.96774193548387,78.49462365591397,89.24731182795699,,,,,,,73.2,,,,,,,,,,,,37.096774193548384,45.69892473118279,75.26881720430107,52.7,74.50980392156863,70.96774193548387,78.49462365591397,93.54838709677419,89.24731182795699,81.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Tom Lockyer,Luton Town,,,,,1.0,1.0,2.0,,,,,,,0.3,1.0,,,1.1,0.9,,,,,,,,,,,,1.0,14.0,,,,,,,,,,,1.0,0.3,1.0,0.0,3.0,0.2,,,1171,14,WAL,14.3,1.0,,0.0,DF,28.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Tomas Soucek,West Ham United,1.0,44.9,22.5,75.7,4.0,2.0,11.0,,,0.1,36.4,3.4,107.0,1.2,2.0,0.04,0.1,6.9,6.9,0.22,1.3,,,7.0,1.2,37.0,0.5,34.9,0.9,28.0,1.0,37.0,,,6.95,0.0,0.2,2.3,,,1.1,66.0,2.0,1.2,7.0,0.0,20.0,0.6,1.3,7.0,2874,37,CZE,16.3,7.0,0.22,0.0,MF,28.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,47.8494623655914,,73.11827956989248,,,12.903225806451612,9.67741935483871,22.58064516129032,,30.64516129032258,15.686274509803921,12.903225806451612,51.61290322580645,2.6881720430107525,,,,,,,28.0,,,,,,,,,,,,47.8494623655914,73.11827956989248,30.64516129032258,50.5,15.686274509803921,12.903225806451612,51.61290322580645,12.903225806451612,2.6881720430107525,19.2,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Tosin Adarabioyo,Fulham,4.0,52.6,57.1,84.7,,,1.0,,,0.1,100.0,4.5,80.0,0.3,0.0,0.02,0.0,0.7,1.1,0.04,0.6,,,2.0,1.4,25.0,0.3,35.7,0.6,11.0,,,,,,,,,,,0.6,52.4,,,2.0,0.0,2.0,0.1,0.8,2.0,1617,20,ENG,14.3,2.0,0.11,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,5.238095238095238,16.19047619047619,85.23809523809524,82.85714285714286,54.761904761904766,81.9047619047619,60.0,90.95238095238095,79.04761904761905,,,,,,,,,,,,61.8,5.238095238095238,16.19047619047619,85.23809523809524,82.85714285714286,54.761904761904766,48.9,81.9047619047619,60.0,90.95238095238095,79.04761904761905,78.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Toti Gomes,Wolverhampton Wanderers,1.5,28.0,46.0,82.8,2.0,3.0,3.0,,,0.7,82.1,2.8,87.0,0.6,3.0,0.02,0.1,1.6,1.3,0.05,1.2,,,1.0,0.8,26.0,0.2,50.0,0.6,19.0,,,,,6.9,0.0,0.2,1.5,,,0.8,56.8,3.0,0.6,1.0,0.0,6.0,0.2,0.3,7.0,2774,35,POR,10.0,1.0,0.03,0.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,31.428571428571427,22.857142857142858,51.42857142857142,54.761904761904766,64.76190476190476,47.61904761904761,35.23809523809524,6.666666666666667,,,,,,,,,,,,37.7,24.761904761904763,31.428571428571427,22.857142857142858,51.42857142857142,54.761904761904766,37.0,64.76190476190476,47.61904761904761,35.23809523809524,6.666666666666667,38.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Trent Alexander-Arnold,Liverpool,6.1,44.4,55.9,79.6,17.0,4.0,2.0,,,1.2,57.1,1.8,42.0,6.1,4.0,0.25,0.2,2.6,1.7,0.11,0.4,,,3.0,1.3,31.0,0.3,17.0,0.1,2.0,,,,,7.57,4.0,0.6,3.4,,,1.1,66.7,4.0,6.1,3.0,0.0,64.0,2.7,2.0,6.0,2159,28,ENG,6.4,3.0,0.13,0.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,52.85714285714286,85.71428571428571,79.04761904761905,12.380952380952381,2.857142857142857,78.0952380952381,34.285714285714285,100.0,63.8095238095238,,,,,,,,,,,,56.6,52.85714285714286,85.71428571428571,79.04761904761905,12.380952380952381,2.857142857142857,46.6,78.0952380952381,34.285714285714285,100.0,63.8095238095238,69.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Trevoh Chalobah,Chelsea,,,,,,,,,,,,,,0.4,0.0,,,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.2,,,950,13,ENG,,1.0,,0.0,DF,24.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Tyrick Mitchell,Crystal Palace,1.0,31.8,25.1,74.2,5.0,3.0,2.0,,,0.5,51.4,2.4,86.0,2.4,3.0,0.07,0.1,1.6,1.3,0.05,0.6,,,2.0,0.7,26.0,0.1,33.3,0.3,10.0,,,,,7.07,0.0,0.3,2.0,,,1.7,57.1,3.0,2.4,2.0,0.0,24.0,0.7,0.3,6.0,3208,37,ENG,16.7,2.0,0.06,0.0,"DF,MF",23.0,Defender,9.0,7.0,1.2857142857142858,100.0,91.42857142857143,33.80952380952381,13.80952380952381,33.33333333333333,20.952380952380953,12.857142857142856,6.666666666666667,13.333333333333334,13.80952380952381,,,,,,,,,,,,26.7,91.42857142857143,33.80952380952381,13.80952380952381,33.33333333333333,20.952380952380953,38.7,12.857142857142856,6.666666666666667,13.333333333333334,13.80952380952381,11.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Valentino Livramento,Newcastle United,0.9,37.1,40.4,86.8,1.0,0.0,1.0,,,1.2,68.0,2.6,37.0,0.8,0.0,0.06,0.0,0.4,1.1,0.03,0.2,,,1.0,1.7,25.0,0.1,50.0,0.5,7.0,,,,,6.72,0.0,0.3,2.2,,,0.9,56.5,,,1.0,0.0,12.0,0.8,0.3,1.0,1305,26,ENG,25.0,1.0,0.07,0.0,DF,20.0,Defender,9.0,7.0,1.2857142857142858,100.0,34.76190476190476,30.476190476190478,97.14285714285714,41.904761904761905,45.23809523809524,53.333333333333336,71.42857142857143,9.523809523809524,32.38095238095238,,,,,,,,,,,,46.2,34.76190476190476,30.476190476190478,97.14285714285714,41.904761904761905,45.23809523809524,49.9,53.333333333333336,71.42857142857143,9.523809523809524,32.38095238095238,41.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Victor Nilsson Lindelöf,Manchester United,1.8,49.1,53.0,89.5,,,,,,0.1,100.0,2.6,38.0,0.4,1.0,0.03,0.1,0.8,1.0,0.05,1.0,,,1.0,0.8,12.0,0.3,66.7,0.6,9.0,,,,,,,0.2,1.8,,,0.7,66.7,1.0,0.4,1.0,0.0,8.0,0.5,0.4,2.0,1332,19,SWE,16.7,1.0,0.07,0.0,DF,29.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,85.71428571428571,22.857142857142858,41.904761904761905,54.761904761904766,75.23809523809524,85.71428571428571,47.61904761904761,74.28571428571429,,,,,,,,,,,,55.7,13.333333333333334,85.71428571428571,22.857142857142858,41.904761904761905,54.761904761904766,43.7,75.23809523809524,85.71428571428571,47.61904761904761,74.28571428571429,70.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Vinicius de Souza Costa,Sheffield United,1.3,42.4,26.5,80.3,,,,,,0.6,60.7,2.5,75.0,0.5,0.0,0.02,0.0,1.1,2.3,0.04,1.6,,,1.0,1.1,32.0,0.2,42.9,0.6,17.0,1.0,36.0,,,6.82,1.0,0.2,2.4,,,2.6,60.8,,,1.0,0.0,4.0,0.1,0.5,3.0,2672,36,BRA,7.1,1.0,0.03,0.0,MF,24.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,100.0,,64.51612903225806,,,23.655913978494624,29.03225806451613,37.634408602150536,,39.247311827956985,0.9803921568627451,2.6881720430107525,17.741935483870968,36.02150537634409,,,,,,,35.2,,,,,,,,,,,,100.0,64.51612903225806,39.247311827956985,67.9,0.9803921568627451,2.6881720430107525,17.741935483870968,23.655913978494624,36.02150537634409,16.2,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
