Player,Team,Accurate Long Balls per 90,Successful Long Balls (%),Accurate Passes per 90,Pass Success (%),Big Chances Created,Total Assists,Big Chances Missed,Clean Sheets,Goals Conceded,Successful Dribbles per 90,Dribble Success Rate (%),Clearances per 90,Total Clearances,Expected Assists (xA),Actual Assists,Expected Assists per 90,Actual Assists per 90,Expected Goals (xG),Expected Goals on Target (xGOT),Expected Goals per 90,Fouls Committed per 90,Goals Conceded per 90,Total Goals Conceded,Total Goals,Interceptions per 90,Total Interceptions,Shots on Target per 90,Shot Accuracy (%),Blocks per 90,Total Blocks,Penalties Conceded,Total Matches,Penalties Won,Fouls Won per 90,FotMob Rating,Player of the Match Awards,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Saves per 90,Total Saves,Tackles per 90,Tackle Success Rate (%),Assists,Secondary Assists,Goals,Penalties,Chances Created,Chances Created per 90,Shots per 90,Yellow Cards,Minutes,Matches,Country,Shot Conversion Rate (%),Actual Goals,Goals per 90,Red Cards,Pos,Age,Position_Group,Metrics_Available,Metrics_Required,Metric_Coverage,Metric_Coverage_Pct,Tackles per 90 Percentile,Tackle Success Rate (%) Percentile,Interceptions per 90 Percentile,Clearances per 90 Percentile,Blocks per 90 Percentile,Accurate Passes per 90 Percentile,Pass Success (%) Percentile,Accurate Long Balls per 90 Percentile,Successful Long Balls (%) Percentile,Possessions Won Midfield per 90 Percentile,Chances Created per 90 Percentile,Expected Assists per 90 Percentile,Actual Assists per 90 Percentile,Successful Dribbles per 90 Percentile,Goals per 90 Percentile,Expected Goals per 90 Percentile,Shots per 90 Percentile,Shots on Target per 90 Percentile,Shot Accuracy (%) Percentile,Shot Conversion Rate (%) Percentile,Scouting_Score,Defensive_Defender_Tackles_per_90_Pct,Defensive_Defender_Tackle_Success_Rate_(%)_Pct,Defensive_Defender_Interceptions_per_90_Pct,Defensive_Defender_Clearances_per_90_Pct,Defensive_Defender_Blocks_per_90_Pct,Defensive Defender Score,Ball_Playing_Defender_Accurate_Passes_per_90_Pct,Ball_Playing_Defender_Pass_Success_(%)_Pct,Ball_Playing_Defender_Accurate_Long_Balls_per_90_Pct,Ball_Playing_Defender_Successful_Long_Balls_(%)_Pct,Ball Playing Defender Score,Ball_Winning_Midfielder_Tackles_per_90_Pct,Ball_Winning_Midfielder_Interceptions_per_90_Pct,Ball_Winning_Midfielder_Possessions_Won_Midfield_per_90_Pct,Ball Winning Midfielder Score,Creative_Midfielder_Chances_Created_per_90_Pct,Creative_Midfielder_Expected_Assists_per_90_Pct,Creative_Midfielder_Actual_Assists_per_90_Pct,Creative_Midfielder_Accurate_Passes_per_90_Pct,Creative_Midfielder_Successful_Dribbles_per_90_Pct,Creative Midfielder Score,Goal_Scorer_Goals_per_90_Pct,Goal_Scorer_Expected_Goals_per_90_Pct,Goal_Scorer_Shots_per_90_Pct,Goal_Scorer_Shots_on_Target_per_90_Pct,Goal_Scorer_Shot_Accuracy_(%)_Pct,Goal_Scorer_Shot_Conversion_Rate_(%)_Pct,Goal Scorer Score,Creative_Forward_Expected_Assists_per_90_Pct,Creative_Forward_Actual_Assists_per_90_Pct,Creative_Forward_Chances_Created_per_90_Pct,Creative_Forward_Successful_Dribbles_per_90_Pct,Creative Forward Score,Defensive Defender Metrics Available,Defensive Defender Eligible,Ball Playing Defender Metrics Available,Ball Playing Defender Eligible,Ball Winning Midfielder Metrics Available,Ball Winning Midfielder Eligible,Creative Midfielder Metrics Available,Creative Midfielder Eligible,Goal Scorer Metrics Available,Goal Scorer Eligible,Creative Forward Metrics Available,Creative Forward Eligible
Auston Trusty,Sheffield United,1.3,38.0,23.4,79.0,3.0,0.0,1.0,,,0.2,54.5,5.1,145.0,0.8,0.0,0.03,0.0,0.6,0.3,0.02,0.8,,,,1.2,35.0,0.1,25.0,0.8,22.0,1.0,32.0,,,6.25,0.0,0.1,1.1,,,1.0,63.8,,,,,8.0,0.3,0.3,4.0,2572,32,USA,0.0,0.0,0.0,0.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,44.285714285714285,73.33333333333333,71.9047619047619,94.28571428571428,70.47619047619048,7.6190476190476195,30.476190476190478,26.666666666666668,36.19047619047619,,,,,,,,,,,,50.6,44.285714285714285,73.33333333333333,71.9047619047619,94.28571428571428,70.47619047619048,70.9,7.6190476190476195,30.476190476190478,26.666666666666668,36.19047619047619,25.2,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Axel Disasi,Chelsea,1.6,35.4,69.5,90.6,,,2.0,,,0.4,70.6,3.4,97.0,1.0,0.0,0.03,0.0,3.6,2.3,0.12,0.6,,,2.0,0.6,18.0,0.1,25.0,0.7,19.0,,,,,6.84,1.0,0.1,2.1,,,0.7,57.6,,,2.0,0.0,3.0,0.1,0.6,6.0,2581,31,FRA,12.5,2.0,0.07,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,38.095238095238095,7.142857142857142,66.19047619047619,62.38095238095238,90.47619047619048,87.61904761904762,41.42857142857143,24.761904761904763,,,,,,,,,,,,47.9,13.333333333333334,38.095238095238095,7.142857142857142,66.19047619047619,62.38095238095238,37.4,90.47619047619048,87.61904761904762,41.42857142857143,24.761904761904763,61.1,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Bart Verbruggen,Brighton and Hove Albion,,,30.3,85.6,,,,4.0,28.0,0.0,100.0,0.8,17.0,0.0,0.0,0.0,0.0,,,,0.0,1.3,28.0,,,,,,,,,,,,6.54,0.0,,,3.1,65.0,0.0,100.0,,,,,,,,3.0,1890,21,NED,,,,0.0,GK,20.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Brereton Diaz,Sheffield United,,,,,3.0,1.0,5.0,,,,,,,1.1,1.0,,,6.1,5.9,,,,,,,,,,,,,,1.0,1.5,,,,,,,,,1.0,1.1,6.0,1.0,8.0,0.6,,,1110,14,CHI,17.1,6.0,,0.0,"FW,MF",24.0,Forward,2.0,7.0,0.2857142857142857,20.0,,,,,,,,,,,3.7037037037037033,,,,,,,,,67.28395061728395,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.28395061728395,,,,3.7037037037037033,,,,,,,,,,,1.0,False,1.0,False
Ben Davies,Tottenham Hotspur,,,,,,,3.0,,,,,,,0.6,0.0,,,2.3,1.5,,,,,,,,,,,,,,1.0,1.6,,,,,,,,,,,1.0,0.0,4.0,0.3,,,1085,17,WAL,8.3,1.0,,0.0,DF,30.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Ben Godfrey,Everton,,,,,,,4.0,,,,,,,0.5,0.0,,,1.8,0.8,,,,,,,,,,,,1.0,15.0,,,,,,,,,,,,,,,3.0,0.2,,,1122,15,ENG,0.0,0.0,,0.0,DF,25.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Ben Mee,Brentford,,,,,,,1.0,,,,,,,0.7,0.0,,,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,0.4,,1.0,1276,16,ENG,20.0,2.0,,1.0,DF,33.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Ben Osborn,Sheffield United,1.5,35.9,26.0,77.7,1.0,2.0,,,,0.5,50.0,1.7,26.0,0.9,2.0,0.06,0.1,0.2,,0.02,0.5,,,,0.5,8.0,,,0.1,2.0,,,,,6.43,0.0,0.6,1.7,,,0.6,40.9,2.0,0.9,,,13.0,0.9,0.3,3.0,1359,24,ENG,0.0,0.0,0.0,0.0,"DF,MF",28.0,Defender,9.0,7.0,1.2857142857142858,100.0,5.238095238095238,2.857142857142857,1.9047619047619049,9.523809523809524,2.857142857142857,17.142857142857142,25.71428571428571,35.23809523809524,26.666666666666668,,,,,,,,,,,,14.1,5.238095238095238,2.857142857142857,1.9047619047619049,9.523809523809524,2.857142857142857,4.5,17.142857142857142,25.71428571428571,35.23809523809524,26.666666666666668,26.2,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Ben White,Arsenal,1.5,41.1,49.8,86.7,7.0,4.0,,,,0.3,42.9,2.0,67.0,3.7,4.0,0.11,0.1,1.2,1.9,0.03,0.6,,,4.0,1.0,32.0,0.2,61.5,0.7,22.0,,,,,7.28,2.0,0.5,1.5,,,0.8,58.3,4.0,3.7,4.0,0.0,39.0,1.2,0.4,8.0,2995,37,ENG,30.8,4.0,0.12,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,42.38095238095238,49.523809523809526,19.047619047619047,62.38095238095238,67.61904761904762,69.52380952380952,35.23809523809524,49.523809523809526,,,,,,,,,,,,46.7,24.761904761904763,42.38095238095238,49.523809523809526,19.047619047619047,62.38095238095238,39.6,67.61904761904762,69.52380952380952,35.23809523809524,49.523809523809526,55.5,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Benoit Badiashile,Chelsea,,,,,2.0,1.0,1.0,,,,,,,0.9,1.0,,,0.3,0.2,,,,,,,,,,,,1.0,18.0,,,,,,,,,,,1.0,0.9,,,6.0,0.4,,,1337,18,FRA,0.0,0.0,,0.0,DF,22.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Bernardo Silva,Manchester City,2.1,63.4,56.9,89.4,13.0,9.0,3.0,,,1.3,64.4,0.4,12.0,8.0,9.0,0.28,0.3,3.7,5.6,0.13,0.8,,,6.0,0.6,17.0,0.5,44.1,0.1,4.0,,,,,7.57,2.0,1.0,1.3,,,0.8,45.1,9.0,8.0,6.0,0.0,64.0,2.2,1.2,8.0,2581,33,POR,17.7,6.0,0.21,0.0,"MF,FW",28.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,22.043010752688172,,25.806451612903224,,,84.94623655913979,85.48387096774194,66.12903225806451,,2.6881720430107525,86.76470588235294,95.6989247311828,92.47311827956989,82.25806451612904,,,,,,,64.4,,,,,,,,,,,,22.043010752688172,25.806451612903224,2.6881720430107525,16.8,86.76470588235294,95.6989247311828,92.47311827956989,84.94623655913979,82.25806451612904,88.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Bernd Leno,Fulham,,,28.6,77.2,,,,10.0,61.0,,,0.8,32.0,0.0,0.0,0.0,0.0,,,,,1.6,61.0,,,,,,,,,,,,6.62,1.0,,,3.5,134.0,,,,,,,,,,,3420,38,GER,,,,0.0,GK,31.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beto,Everton,0.6,75.0,10.3,61.5,3.0,0.0,8.0,,,1.4,46.9,1.2,13.0,0.3,0.0,0.03,0.0,6.8,5.0,0.65,2.0,,,3.0,0.1,1.0,1.2,30.2,,,,,,,6.35,0.0,1.4,1.4,,,0.6,42.9,,,3.0,0.0,11.0,1.1,4.1,2.0,939,30,POR,7.0,3.0,0.29,0.0,FW,25.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,37.03703703703704,1.89873417721519,7.59493670886076,54.43037974683544,43.67088607594937,93.67088607594937,96.83544303797468,70.88607594936708,12.025316455696203,8.641975308641975,42.7,,,,,,,,,,,,,,,,,,,,,,43.67088607594937,93.67088607594937,96.83544303797468,70.88607594936708,12.025316455696203,8.641975308641975,54.3,1.89873417721519,7.59493670886076,37.03703703703704,54.43037974683544,25.2,,,,,,,,,6.0,True,4.0,True
Billy Gilmour,Brighton and Hove Albion,2.7,62.1,80.6,92.2,3.0,1.0,,,,0.3,38.1,0.6,14.0,2.5,1.0,0.11,0.0,1.0,0.8,0.04,0.9,,,,0.5,11.0,0.2,20.0,0.4,9.0,,,,,6.75,0.0,0.7,3.2,,,0.7,61.5,1.0,2.5,,,22.0,0.9,1.1,8.0,2125,30,SCO,0.0,0.0,0.0,1.0,MF,22.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,16.129032258064516,,17.20430107526882,,,96.7741935483871,97.31182795698925,82.25806451612904,,79.56989247311827,35.78431372549019,55.376344086021504,17.741935483870968,12.365591397849462,,,,,,,51.1,,,,,,,,,,,,16.129032258064516,17.20430107526882,79.56989247311827,37.6,35.78431372549019,55.376344086021504,17.741935483870968,96.7741935483871,12.365591397849462,43.6,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Bobby Reid,Fulham,0.6,45.5,22.1,79.0,3.0,2.0,3.0,,,0.5,40.0,0.8,12.0,1.2,2.0,0.07,0.1,4.6,4.3,0.29,1.0,,,6.0,0.3,5.0,0.5,24.2,0.1,2.0,,,,,6.6,1.0,0.4,2.4,,,0.9,63.6,2.0,1.2,6.0,0.0,17.0,1.1,2.1,4.0,1424,33,JAM,18.2,6.0,0.38,0.0,FW,30.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,37.03703703703704,24.68354430379747,32.91139240506329,8.227848101265822,53.79746835443038,38.607594936708864,29.746835443037973,5.063291139240507,3.79746835443038,79.01234567901234,31.3,,,,,,,,,,,,,,,,,,,,,,53.79746835443038,38.607594936708864,29.746835443037973,5.063291139240507,3.79746835443038,79.01234567901234,35.0,24.68354430379747,32.91139240506329,37.03703703703704,8.227848101265822,25.7,,,,,,,,,6.0,True,4.0,True
Boubacar Kamara,Aston Villa,2.2,60.3,49.6,89.3,1.0,1.0,,,,0.8,53.8,0.8,15.0,1.4,1.0,0.08,0.1,0.1,0.2,0.01,1.9,,,,1.1,21.0,0.1,20.0,0.4,7.0,,,,,7.06,1.0,0.2,2.4,,,1.6,67.4,1.0,1.4,,,20.0,1.1,0.3,7.0,1659,20,FRA,0.0,0.0,0.0,1.0,MF,23.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,83.87096774193549,,64.51612903225806,,,70.96774193548387,83.87096774193549,70.43010752688173,,39.247311827956985,51.470588235294116,33.33333333333333,51.61290322580645,52.1505376344086,,,,,,,60.1,,,,,,,,,,,,83.87096774193549,64.51612903225806,39.247311827956985,62.5,51.470588235294116,33.33333333333333,51.61290322580645,70.96774193548387,52.1505376344086,51.9,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Brennan Johnson,Tottenham Hotspur,0.3,28.0,20.7,76.6,12.0,10.0,17.0,,,1.0,39.1,0.3,9.0,4.5,10.0,0.17,0.4,10.7,7.4,0.41,0.7,,,5.0,0.4,10.0,0.8,39.6,0.1,2.0,,,,,7.08,0.0,0.8,1.3,,,0.6,53.3,10.0,4.5,5.0,0.0,46.0,1.8,2.0,3.0,2330,35,WAL,9.4,5.0,0.19,0.0,FW,22.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,77.1604938271605,68.9873417721519,93.0379746835443,30.37974683544304,17.72151898734177,68.9873417721519,22.151898734177212,25.949367088607595,44.303797468354425,22.22222222222222,47.1,,,,,,,,,,,,,,,,,,,,,,17.72151898734177,68.9873417721519,22.151898734177212,25.949367088607595,44.303797468354425,22.22222222222222,33.6,68.9873417721519,93.0379746835443,77.1604938271605,30.37974683544304,67.4,,,,,,,,,6.0,True,4.0,True
Bruno Fernandes,Manchester United,4.4,57.4,43.8,79.4,21.0,8.0,7.0,,,0.5,47.5,1.4,47.0,10.2,8.0,0.3,0.2,10.0,13.0,0.29,1.2,,,10.0,0.8,27.0,1.2,43.2,0.2,6.0,,,,,7.83,7.0,1.0,2.4,,,1.1,55.9,8.0,10.2,10.0,4.0,114.0,3.3,2.7,9.0,3119,35,POR,10.5,10.0,0.29,0.0,"MF,FW",28.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,47.8494623655914,,45.69892473118279,,,66.66666666666666,24.193548387096776,95.6989247311828,,39.247311827956985,99.01960784313727,96.7741935483871,78.49462365591397,27.956989247311824,,,,,,,62.2,,,,,,,,,,,,47.8494623655914,45.69892473118279,39.247311827956985,44.3,99.01960784313727,96.7741935483871,78.49462365591397,66.66666666666666,27.956989247311824,73.8,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Bruno Guimaraes,Newcastle United,3.6,59.2,53.0,85.0,12.0,8.0,2.0,,,2.0,63.7,0.5,19.0,6.3,8.0,0.17,0.2,4.8,4.1,0.13,1.4,,,7.0,1.0,35.0,0.4,33.3,0.4,14.0,,,,,7.65,5.0,0.9,3.3,,,1.5,60.2,8.0,6.3,7.0,0.0,62.0,1.7,1.3,9.0,3268,37,BRA,14.6,7.0,0.19,0.0,MF,25.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,77.41935483870968,,58.06451612903226,,,80.64516129032258,55.91397849462365,91.93548387096774,,82.79569892473118,78.43137254901961,77.41935483870968,78.49462365591397,94.6236559139785,,,,,,,77.6,,,,,,,,,,,,77.41935483870968,58.06451612903226,82.79569892473118,72.8,78.43137254901961,77.41935483870968,78.49462365591397,80.64516129032258,94.6236559139785,81.9,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Bryan Mbeumo,Brentford,0.8,50.0,21.6,72.3,6.0,6.0,9.0,,,1.2,38.2,0.6,12.0,5.6,6.0,0.26,0.3,9.8,8.5,0.45,1.0,,,9.0,0.3,7.0,0.9,37.7,0.1,2.0,,,,,7.23,4.0,0.9,1.5,,,0.5,66.7,6.0,5.6,9.0,3.0,32.0,1.5,2.4,2.0,1959,25,CMR,17.0,9.0,0.41,0.0,FW,23.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,65.4320987654321,93.0379746835443,81.64556962025317,44.303797468354425,60.75949367088608,75.9493670886076,50.63291139240506,37.9746835443038,37.9746835443038,65.4320987654321,61.3,,,,,,,,,,,,,,,,,,,,,,60.75949367088608,75.9493670886076,50.63291139240506,37.9746835443038,37.9746835443038,65.4320987654321,54.8,93.0379746835443,81.64556962025317,65.4320987654321,44.303797468354425,71.1,,,,,,,,,6.0,True,4.0,True
Bukayo Saka,Arsenal,0.8,42.9,33.4,83.0,15.0,9.0,11.0,,,1.5,47.6,0.6,19.0,11.0,9.0,0.34,0.3,15.5,15.4,0.48,1.3,,,16.0,0.5,15.0,1.1,34.3,0.1,2.0,,,1.0,2.1,7.97,6.0,1.1,2.1,,,1.1,53.0,9.0,11.0,16.0,6.0,91.0,2.8,3.3,4.0,2933,35,ENG,14.8,16.0,0.49,0.0,FW,21.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,100.0,98.73417721518987,81.64556962025317,60.75949367088608,75.9493670886076,80.37974683544303,84.81012658227847,61.39240506329114,22.151898734177212,56.79012345679012,72.3,,,,,,,,,,,,,,,,,,,,,,75.9493670886076,80.37974683544303,84.81012658227847,61.39240506329114,22.151898734177212,56.79012345679012,63.6,98.73417721518987,81.64556962025317,100.0,60.75949367088608,85.3,,,,,,,,,6.0,True,4.0,True
Callum Hudson-Odoi,Nottingham Forest,1.5,68.9,26.8,85.3,4.0,1.0,2.0,,,2.1,61.4,0.5,11.0,2.5,1.0,0.12,0.0,2.7,5.6,0.13,0.7,,,8.0,0.3,7.0,1.0,52.6,0.0,1.0,,,1.0,1.5,7.04,3.0,0.7,1.6,,,0.4,44.4,1.0,2.5,8.0,0.0,36.0,1.7,1.8,0.0,1854,29,ENG,21.1,8.0,0.39,,"FW,MF",22.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,72.22222222222221,48.734177215189874,7.59493670886076,87.34177215189874,55.69620253164557,2.5316455696202533,12.025316455696203,49.36708860759494,91.13924050632912,87.65432098765432,51.4,,,,,,,,,,,,,,,,,,,,,,55.69620253164557,2.5316455696202533,12.025316455696203,49.36708860759494,91.13924050632912,87.65432098765432,49.7,48.734177215189874,7.59493670886076,72.22222222222221,87.34177215189874,54.0,,,,,,,,,6.0,True,4.0,True
Callum Wilson,Newcastle United,0.2,40.0,9.4,65.2,2.0,1.0,6.0,,,1.3,48.3,0.4,4.0,0.6,1.0,0.05,0.1,8.9,9.2,0.81,1.5,,,9.0,0.2,2.0,1.9,60.0,,,,,,,,,0.5,1.0,,,0.3,60.0,1.0,0.6,9.0,2.0,8.0,0.7,3.2,3.0,985,20,ENG,25.7,9.0,0.82,0.0,FW,31.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,8.024691358024691,9.49367088607595,32.91139240506329,50.0,97.46835443037975,98.10126582278481,79.11392405063292,96.20253164556962,97.46835443037975,91.35802469135803,66.0,,,,,,,,,,,,,,,,,,,,,,97.46835443037975,98.10126582278481,79.11392405063292,96.20253164556962,97.46835443037975,91.35802469135803,93.3,9.49367088607595,32.91139240506329,8.024691358024691,50.0,25.1,,,,,,,,,6.0,True,4.0,True
Calvin Bassey,Fulham,3.2,43.2,56.2,86.2,,,,,,0.4,84.6,3.1,80.0,0.2,0.0,0.01,0.0,0.3,0.1,0.01,0.6,,,1.0,1.1,28.0,0.1,40.0,0.4,11.0,1.0,29.0,,,6.79,0.0,0.1,2.7,,,1.1,59.2,,,1.0,0.0,1.0,0.0,0.2,4.0,2301,29,NGA,20.0,1.0,0.04,1.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,52.85714285714286,43.80952380952381,62.38095238095238,62.857142857142854,32.857142857142854,79.04761904761905,65.23809523809524,80.95238095238095,59.04761904761905,,,,,,,,,,,,59.9,52.85714285714286,43.80952380952381,62.38095238095238,62.857142857142854,32.857142857142854,51.0,79.04761904761905,65.23809523809524,80.95238095238095,59.04761904761905,71.1,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Cameron Archer,Sheffield United,0.1,42.9,13.2,80.8,6.0,1.0,6.0,,,1.5,50.8,0.4,9.0,1.4,1.0,0.07,0.0,5.6,3.4,0.27,0.7,,,4.0,0.0,1.0,0.5,26.2,0.1,3.0,,,,,6.49,0.0,0.7,1.4,,,0.6,72.2,1.0,1.4,4.0,0.0,24.0,1.2,2.1,2.0,1839,30,ENG,9.5,4.0,0.2,0.0,"FW,MF",22.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,46.2962962962963,24.68354430379747,7.59493670886076,60.75949367088608,20.88607594936709,33.54430379746836,29.746835443037973,5.063291139240507,6.962025316455696,24.074074074074073,26.0,,,,,,,,,,,,,,,,,,,,,,20.88607594936709,33.54430379746836,29.746835443037973,5.063291139240507,6.962025316455696,24.074074074074073,20.0,24.68354430379747,7.59493670886076,46.2962962962963,60.75949367088608,34.8,,,,,,,,,6.0,True,4.0,True
Caoimhin Kelleher,Liverpool,,,,,,,,2.0,11.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1,,,900,10,IRL,,,,,GK,24.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Baleba,Brighton and Hove Albion,1.2,62.1,48.6,92.2,1.0,0.0,,,,0.7,64.7,1.8,27.0,0.3,0.0,0.02,0.0,0.8,1.5,0.06,2.7,,,,1.2,18.0,0.3,23.8,0.5,7.0,,,,,6.56,0.0,0.4,4.0,,,1.4,50.0,,,,,8.0,0.5,1.4,7.0,1321,27,CMR,0.0,0.0,0.0,0.0,MF,19.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,70.43010752688173,,73.11827956989248,,,68.81720430107528,97.31182795698925,31.182795698924732,,95.6989247311828,8.333333333333332,2.6881720430107525,17.741935483870968,44.086021505376344,,,,,,,50.9,,,,,,,,,,,,70.43010752688173,73.11827956989248,95.6989247311828,79.7,8.333333333333332,2.6881720430107525,17.741935483870968,68.81720430107528,44.086021505376344,28.3,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Carlton Morris,Luton Town,0.3,47.1,15.1,66.8,5.0,4.0,7.0,,,1.0,60.8,1.7,53.0,1.6,4.0,0.05,0.1,11.4,13.8,0.36,1.5,,,11.0,0.0,1.0,1.0,43.7,0.2,5.0,,,,,6.77,0.0,0.5,1.2,,,0.3,53.3,4.0,1.6,11.0,5.0,22.0,0.7,2.2,4.0,2867,38,ENG,15.5,11.0,0.35,0.0,"FW,MF",27.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,8.024691358024691,9.49367088607595,32.91139240506329,30.37974683544304,50.63291139240506,57.59493670886076,38.607594936708864,49.36708860759494,64.55696202531645,59.25925925925925,40.1,,,,,,,,,,,,,,,,,,,,,,50.63291139240506,57.59493670886076,38.607594936708864,49.36708860759494,64.55696202531645,59.25925925925925,53.3,9.49367088607595,32.91139240506329,8.024691358024691,30.37974683544304,20.2,,,,,,,,,6.0,True,4.0,True
Casemiro,Manchester United,3.6,50.6,52.7,82.6,2.0,2.0,4.0,,,0.4,52.9,3.0,66.0,1.2,2.0,0.06,0.1,3.5,1.7,0.16,1.4,,,1.0,0.8,18.0,0.4,23.1,1.5,33.0,1.0,25.0,,,7.16,0.0,0.1,2.4,,,2.5,67.5,2.0,1.2,1.0,0.0,16.0,0.7,1.8,7.0,1985,25,BRA,2.6,1.0,0.05,0.0,"MF,DF",31.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,97.84946236559139,,45.69892473118279,,,77.41935483870968,41.935483870967744,91.93548387096774,,39.247311827956985,24.019607843137255,20.43010752688172,51.61290322580645,19.35483870967742,,,,,,,51.0,,,,,,,,,,,,97.84946236559139,45.69892473118279,39.247311827956985,60.9,24.019607843137255,20.43010752688172,51.61290322580645,77.41935483870968,19.35483870967742,38.6,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Charlie Taylor,Burnley,2.0,37.2,31.7,78.9,4.0,1.0,,,,0.3,60.0,2.6,67.0,1.7,1.0,0.06,0.0,0.2,0.1,0.01,0.8,,,1.0,0.7,19.0,0.0,10.0,0.4,11.0,,,,,6.62,0.0,0.2,1.5,,,0.8,57.1,1.0,1.7,1.0,0.0,15.0,0.6,0.4,8.0,2332,28,ENG,10.0,1.0,0.04,0.0,DF,29.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,33.80952380952381,13.80952380952381,41.904761904761905,32.857142857142854,32.857142857142854,29.523809523809526,57.14285714285714,33.80952380952381,,,,,,,,,,,,33.4,24.761904761904763,33.80952380952381,13.80952380952381,41.904761904761905,32.857142857142854,29.4,32.857142857142854,29.523809523809526,57.14285714285714,33.80952380952381,38.3,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Cheick Oumar Doucouré,Crystal Palace,,,,,1.0,0.0,,,,,,,,0.8,0.0,,,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,,,921,11,MLI,,0.0,,0.0,MF,23.0,Midfielder,1.0,7.0,0.14285714285714285,10.0,,,,,,,,,,,44.11764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,44.11764705882353,,,,,,,,,,,,,,,,,,,,,,0.0,False,1.0,False,,,,
